Fecha,IdVehiculo,IdModelo,IdCliente,Estado,Year,Precio
2019-01-13,222,8,6799,Segunda Mano,2014,34265
2021-03-09,223,7,14220,Segunda Mano,2013,31103
2021-05-08,224,8,1409,Segunda Mano,2015,32541
2017-07-18,225,10,5359,Nuevo,2017,42353
2016-07-05,226,8,20525,Segunda Mano,2001,23079
2021-08-19,227,10,1738,Nuevo,2021,44744
2023-06-22,228,4,12666,Nuevo,2023,39847
2022-02-18,229,6,4562,Nuevo,2022,44471
2015-05-31,230,8,17493,Nuevo,2015,52557
2016-10-21,231,12,15267,Nuevo,2016,48921
2023-11-28,232,7,17966,Segunda Mano,2013,30681
2019-05-04,233,6,20752,Segunda Mano,2016,28372
2016-08-26,234,18,10667,Segunda Mano,2005,23073
2022-07-09,235,4,20541,Segunda Mano,2014,28777
2022-07-03,236,5,19941,Nuevo,2022,26586
2021-11-14,237,10,25301,Segunda Mano,2008,29709
2018-02-10,238,13,1635,Segunda Mano,2007,31195
2023-10-07,239,11,20522,Nuevo,2023,34563
2020-03-26,240,11,21470,Segunda Mano,2012,20278
2019-11-25,241,10,22689,Nuevo,2019,44776
2022-01-13,242,17,16565,Nuevo,2022,23871
2015-10-11,243,15,16156,Segunda Mano,2010,21164
2022-11-12,244,12,8278,Segunda Mano,2021,38766
2022-09-30,245,6,19744,Segunda Mano,2015,25774
2022-07-03,246,7,23798,Segunda Mano,2010,26040
2020-04-22,247,14,17358,Segunda Mano,2008,15218
2020-05-06,248,10,3765,Segunda Mano,2016,36876
2022-11-28,249,15,20911,Nuevo,2022,25183
2016-10-04,250,14,29393,Segunda Mano,2005,17542
2022-08-18,251,8,18124,Segunda Mano,2010,27826
2021-08-01,252,10,21940,Nuevo,2021,40221
2023-04-01,253,14,1726,Segunda Mano,2009,18411
2020-05-03,254,13,1772,Segunda Mano,2018,41313
2016-05-10,255,10,15909,Segunda Mano,2014,36504
2022-02-26,256,15,2858,Nuevo,2022,20677
2017-03-09,257,8,16630,Segunda Mano,2003,22399
2021-09-18,258,10,22296,Nuevo,2021,37621
2020-12-16,259,8,19556,Segunda Mano,2013,37071
2022-06-27,260,6,21859,Segunda Mano,2013,20906
2015-01-18,261,10,10527,Segunda Mano,2012,35132
2022-04-09,262,16,1487,Segunda Mano,2016,18653
2015-05-21,263,4,16235,Segunda Mano,2011,22928
2017-03-25,264,6,27597,Nuevo,2017,39266
2022-08-24,265,11,8982,Segunda Mano,2007,20567
2022-02-03,266,3,11581,Nuevo,2022,38840
2017-08-18,267,10,7257,Segunda Mano,2008,25632
2022-12-24,268,1,23637,Segunda Mano,2018,19111
2021-05-02,269,16,26706,Segunda Mano,2015,21471
2020-10-04,270,4,27216,Segunda Mano,2010,16660
2018-07-25,271,12,17195,Segunda Mano,2005,28940
2016-03-31,272,3,20920,Segunda Mano,2006,17989
2017-05-17,273,10,24212,Nuevo,2017,47164
2023-02-18,274,18,22858,Nuevo,2023,31502
2022-11-04,275,17,16628,Segunda Mano,2017,16900
2022-10-24,276,19,12095,Segunda Mano,2018,22433
2018-02-23,277,9,16946,Nuevo,2018,43909
2016-09-15,278,14,17432,Segunda Mano,2005,16530
2016-04-28,279,19,3477,Segunda Mano,2012,19285
2021-04-26,280,6,18411,Segunda Mano,2014,25679
2023-10-07,281,16,5106,Segunda Mano,2020,31084
2015-08-12,282,12,25527,Segunda Mano,2013,33524
2023-11-21,283,9,15079,Segunda Mano,2010,28634
2015-05-01,284,1,15690,Segunda Mano,2004,13605
2016-09-07,285,12,71,Segunda Mano,2003,21702
2019-02-03,286,20,22205,Segunda Mano,2009,17799
2017-05-31,287,16,17176,Segunda Mano,2004,17302
2019-06-29,288,18,27377,Segunda Mano,2017,18335
2015-07-24,289,10,11492,Nuevo,2015,40396
2021-12-25,290,7,28035,Segunda Mano,2012,25823
2020-01-18,291,11,22485,Nuevo,2020,36656
2021-07-18,292,6,1037,Nuevo,2021,31986
2017-10-10,293,10,18075,Segunda Mano,2004,22226
2018-05-22,294,14,18710,Segunda Mano,2013,24876
2018-03-09,295,15,12570,Segunda Mano,2012,17906
2020-10-05,296,9,10542,Nuevo,2020,55067
2020-01-15,297,8,8554,Segunda Mano,2010,28518
2021-07-20,298,5,9262,Segunda Mano,2009,15095
2023-09-11,299,11,12255,Segunda Mano,2020,20845
2018-04-03,300,11,25164,Nuevo,2018,37458
2022-05-27,301,8,7395,Segunda Mano,2007,24299
2019-03-24,302,10,1038,Segunda Mano,2016,21315
2016-02-10,303,19,5745,Segunda Mano,2008,20956
2016-11-24,304,12,28398,Segunda Mano,2012,28897
2015-09-12,305,15,2022,Segunda Mano,2012,18415
2021-05-24,306,12,21422,Segunda Mano,2006,23640
2021-04-26,307,7,5266,Segunda Mano,2019,28692
2017-05-06,308,6,9229,Nuevo,2017,43079
2020-09-02,309,6,11195,Nuevo,2020,44013
2022-09-09,310,6,25586,Nuevo,2022,44975
2015-10-30,311,15,7744,Segunda Mano,2001,17630
2016-08-28,312,14,26026,Segunda Mano,2014,31755
2022-01-25,313,15,2822,Segunda Mano,2009,14141
2023-10-05,314,5,16997,Segunda Mano,2011,11789
2020-01-27,315,6,25244,Segunda Mano,2006,20617
2017-01-19,316,6,26807,Segunda Mano,2013,29847
2021-07-16,317,18,10420,Segunda Mano,2017,23228
2019-06-24,318,2,5023,Nuevo,2019,43269
2015-09-07,319,3,10590,Segunda Mano,2010,24897
2017-12-14,320,13,7439,Nuevo,2017,47597
2016-07-10,321,18,14292,Segunda Mano,2009,27227
2017-09-07,322,8,23696,Segunda Mano,2010,25867
2017-09-30,323,19,12515,Nuevo,2017,31858
2021-01-02,324,8,12250,Segunda Mano,2008,23036
2015-07-07,325,11,6692,Segunda Mano,2009,27705
2023-11-04,326,16,11173,Nuevo,2023,30835
2023-03-25,327,14,2965,Nuevo,2023,36733
2018-02-22,328,10,10360,Segunda Mano,2015,39693
2022-06-08,329,20,19886,Segunda Mano,2009,22754
2020-12-19,330,15,10916,Segunda Mano,2009,19008
2017-02-14,331,6,3770,Segunda Mano,2015,25194
2019-02-25,332,12,27073,Nuevo,2019,55377
2023-10-01,333,16,3832,Nuevo,2023,30563
2019-10-10,334,7,28902,Nuevo,2019,42004
2018-04-24,335,10,23084,Segunda Mano,2010,27603
2016-07-16,336,14,16676,Segunda Mano,2007,23145
2018-11-14,337,8,16546,Nuevo,2018,44796
2023-09-20,338,2,9565,Nuevo,2023,42581
2018-06-06,339,11,6807,Segunda Mano,2010,30367
2022-10-14,340,14,22878,Segunda Mano,2017,23427
2015-12-10,341,6,13136,Segunda Mano,2008,23864
2015-07-16,342,9,11232,Segunda Mano,2001,30741
2022-05-12,343,14,27682,Segunda Mano,2015,20760
2017-03-27,344,15,19239,Nuevo,2017,21987
2017-03-23,345,6,21907,Segunda Mano,2010,29806
2019-07-19,346,16,24880,Nuevo,2019,36976
2021-04-14,347,5,3129,Segunda Mano,2016,20994
2021-11-12,348,8,4903,Segunda Mano,2013,25687
2018-09-07,349,12,7959,Segunda Mano,2015,30504
2021-07-31,350,6,318,Nuevo,2021,32819
2019-05-14,351,11,20869,Nuevo,2019,31013
2022-10-24,352,4,2897,Segunda Mano,2016,24610
2021-08-05,353,8,29977,Segunda Mano,2010,26347
2016-12-01,354,17,23683,Nuevo,2016,26527
2015-09-21,355,16,13656,Nuevo,2015,27195
2023-06-16,356,15,29795,Segunda Mano,2013,14461
2023-02-07,357,12,11853,Segunda Mano,2009,26321
2021-03-11,358,9,5236,Segunda Mano,2017,31677
2018-08-13,359,4,4423,Segunda Mano,2011,23532
2021-11-11,360,3,10179,Segunda Mano,2016,38801
2017-10-24,361,13,5121,Segunda Mano,2010,44514
2022-06-19,362,11,21923,Segunda Mano,2016,18656
2019-08-16,363,13,24022,Segunda Mano,2004,32743
2018-03-25,364,4,4793,Segunda Mano,2013,25756
2021-07-18,365,11,27378,Segunda Mano,2006,19463
2022-07-03,366,11,25003,Segunda Mano,2016,17527
2016-03-16,367,10,16318,Segunda Mano,2009,31853
2020-05-17,368,8,29730,Segunda Mano,2016,28892
2018-05-02,369,15,29200,Segunda Mano,2006,12314
2017-02-15,370,1,14127,Nuevo,2017,28144
2023-09-02,371,12,6413,Nuevo,2023,53954
2021-06-18,372,10,6334,Segunda Mano,2015,31971
2018-07-24,373,9,13026,Nuevo,2018,48121
2023-10-17,374,3,3628,Segunda Mano,2017,26670
2017-10-27,375,17,17085,Segunda Mano,2006,22132
2016-09-15,376,6,12634,Segunda Mano,2007,28745
2016-09-06,377,14,26882,Segunda Mano,2010,16845
2016-07-28,378,14,14276,Nuevo,2016,32183
2022-04-15,379,12,10516,Segunda Mano,2017,34611
2023-06-19,380,14,23235,Segunda Mano,2020,27748
2021-07-24,381,11,27267,Segunda Mano,2018,25515
2020-03-15,382,7,12563,Segunda Mano,2016,25495
2022-04-02,383,17,601,Segunda Mano,2007,14006
2018-04-15,384,16,23261,Segunda Mano,2007,16977
2016-04-11,385,8,20827,Nuevo,2016,37413
2019-08-01,386,12,6983,Segunda Mano,2012,26171
2020-11-26,387,9,11130,Segunda Mano,2006,22937
2017-12-27,388,1,5529,Segunda Mano,2014,23074
2015-04-29,389,14,7594,Nuevo,2015,29430
2020-10-16,390,12,29095,Nuevo,2020,46838
2023-01-25,391,4,2993,Segunda Mano,2021,23794
2022-09-08,392,15,17292,Segunda Mano,2018,15830
2019-01-03,393,11,18824,Segunda Mano,2013,24021
2019-02-22,394,6,6596,Nuevo,2019,31996
2020-04-04,395,18,17123,Segunda Mano,2005,16980
2018-08-08,396,14,7144,Segunda Mano,2006,22337
2021-07-08,397,6,8606,Nuevo,2021,40049
2015-11-16,398,2,14609,Nuevo,2015,38894
2015-09-22,399,8,27106,Segunda Mano,2000,29150
2018-09-26,400,9,28077,Nuevo,2018,38367
2020-05-28,401,13,21899,Nuevo,2020,55855
2017-06-01,402,17,6058,Segunda Mano,2013,15789
2023-03-09,403,1,3498,Segunda Mano,2015,17707
2018-11-12,404,8,22206,Segunda Mano,2008,31078
2020-05-20,405,9,17886,Nuevo,2020,44692
2020-11-05,406,9,16465,Segunda Mano,2012,34245
2016-03-08,407,14,26976,Segunda Mano,2007,19808
2019-12-28,408,16,20677,Nuevo,2019,30551
2021-03-22,409,4,27127,Segunda Mano,2017,22692
2022-01-20,410,8,22450,Nuevo,2022,41769
2018-09-09,411,13,2799,Nuevo,2018,56159
2022-03-14,412,8,21640,Segunda Mano,2010,24171
2019-02-20,413,8,2075,Segunda Mano,2018,32938
2022-11-06,414,14,17484,Segunda Mano,2017,22671
2016-09-24,415,16,26349,Segunda Mano,2006,24040
2017-03-05,416,4,15518,Segunda Mano,2012,27778
2015-04-06,417,9,26038,Segunda Mano,2005,29843
2019-10-21,418,7,10535,Nuevo,2019,39583
2021-06-03,419,13,5892,Segunda Mano,2008,30101
2019-10-16,420,5,10657,Nuevo,2019,23046
2020-08-07,421,17,1873,Segunda Mano,2017,18695
2015-03-24,422,14,27483,Segunda Mano,2002,17496
2021-08-31,423,11,7096,Segunda Mano,2018,29856
2020-09-05,424,7,3112,Nuevo,2020,47000
2020-03-06,425,14,29715,Segunda Mano,2016,20529
2020-11-12,426,17,24852,Nuevo,2020,22506
2023-12-03,427,20,26313,Segunda Mano,2011,21789
2016-12-03,428,11,26613,Segunda Mano,2003,18149
2019-11-03,429,15,23051,Segunda Mano,2006,18459
2018-11-12,430,12,2866,Segunda Mano,2012,32779
2019-07-25,431,17,9269,Segunda Mano,2017,21264
2022-11-03,432,17,4389,Segunda Mano,2020,14318
2018-04-15,433,3,18384,Segunda Mano,2014,29847
2020-10-12,434,17,2901,Segunda Mano,2012,20680
2020-03-07,435,5,15088,Segunda Mano,2005,11448
2020-02-17,436,5,26104,Segunda Mano,2006,16727
2021-10-09,437,12,15761,Nuevo,2021,39059
2021-10-28,438,5,14126,Segunda Mano,2015,17602
2019-05-28,439,11,7213,Segunda Mano,2011,26265
2016-08-27,440,17,17375,Nuevo,2016,23728
2018-10-26,441,14,22111,Segunda Mano,2014,18593
2017-12-07,442,6,22645,Segunda Mano,2015,35241
2022-11-05,443,9,15834,Segunda Mano,2016,20964
2022-07-15,444,3,19923,Nuevo,2022,48923
2021-08-22,445,20,29345,Segunda Mano,2008,17311
2021-09-29,446,15,8812,Nuevo,2021,24196
2019-06-05,447,7,27224,Segunda Mano,2011,20655
2022-08-30,448,7,5180,Nuevo,2022,34423
2018-08-18,449,8,6682,Nuevo,2018,43808
2021-01-29,450,8,24814,Nuevo,2021,48311
2015-01-11,451,17,19299,Segunda Mano,2014,21159
2016-07-10,452,8,13364,Nuevo,2016,38703
2015-03-09,453,10,23817,Segunda Mano,2007,23757
2018-04-17,454,7,20432,Segunda Mano,2012,17330
2015-04-18,455,15,7390,Nuevo,2015,23630
2023-11-05,456,11,19752,Segunda Mano,2011,19212
2016-04-28,457,5,6938,Segunda Mano,2015,16508
2018-05-19,458,7,3933,Segunda Mano,2012,27206
2020-12-23,459,10,27389,Nuevo,2020,45435
2019-04-16,460,8,16529,Segunda Mano,2006,26040
2021-11-01,461,14,5134,Nuevo,2021,28689
2023-07-28,462,11,29120,Nuevo,2023,43082
2020-01-25,463,3,9222,Segunda Mano,2017,22827
2017-07-30,464,18,28263,Segunda Mano,2007,19633
2022-05-13,465,6,11089,Segunda Mano,2016,24058
2018-12-28,466,6,5759,Segunda Mano,2004,24943
2022-05-28,467,14,8206,Segunda Mano,2014,24092
2022-01-18,468,8,28433,Segunda Mano,2017,33130
2022-08-20,469,13,27575,Segunda Mano,2007,25385
2018-02-14,470,14,26814,Segunda Mano,2016,29926
2016-09-16,471,17,23329,Segunda Mano,2002,16546
2021-10-25,472,11,3406,Segunda Mano,2007,16655
2018-08-30,473,5,23193,Nuevo,2018,26653
2017-01-14,474,5,5622,Segunda Mano,2010,16189
2021-04-24,475,12,5079,Segunda Mano,2008,26324
2015-08-28,476,11,5366,Nuevo,2015,43056
2023-01-04,477,15,19021,Segunda Mano,2011,17040
2021-11-03,478,15,25238,Segunda Mano,2020,16228
2017-12-27,479,6,18100,Segunda Mano,2014,26795
2015-12-21,480,7,29745,Segunda Mano,2009,25186
2023-08-25,481,12,28128,Segunda Mano,2013,27034
2015-08-25,482,15,6970,Segunda Mano,2013,19566
2017-11-19,483,8,9765,Segunda Mano,2010,36204
2022-06-13,484,13,4626,Segunda Mano,2011,24751
2022-06-20,485,7,10869,Segunda Mano,2011,22959
2021-11-10,486,12,26149,Segunda Mano,2013,28541
2018-10-18,487,10,24003,Nuevo,2018,44057
2019-06-10,488,5,29228,Segunda Mano,2004,11890
2019-06-16,489,11,14344,Nuevo,2019,42347
2019-11-08,490,8,29435,Nuevo,2019,54009
2021-04-10,491,16,21178,Segunda Mano,2008,19824
2022-10-12,492,15,5452,Nuevo,2022,29126
2020-03-19,493,19,13406,Nuevo,2020,22843
2023-10-26,494,14,16554,Nuevo,2023,28176
2020-01-05,495,14,29866,Segunda Mano,2016,22683
2022-09-21,496,15,27266,Segunda Mano,2012,20612
2017-11-23,497,14,3060,Segunda Mano,2002,14497
2015-10-24,498,9,16490,Segunda Mano,2003,22546
2023-12-31,499,11,16379,Segunda Mano,2016,21057
2017-12-17,500,13,2365,Segunda Mano,2011,26075
2016-06-26,501,5,11141,Nuevo,2016,21123
2019-04-16,502,11,18769,Segunda Mano,2017,26234
2020-03-08,503,18,6527,Segunda Mano,2019,21506
2023-02-03,504,16,6574,Segunda Mano,2019,26089
2015-03-10,505,2,9786,Segunda Mano,2012,24413
2020-08-17,506,15,12954,Segunda Mano,2011,20126
2023-10-01,507,5,24903,Segunda Mano,2014,15172
2018-01-21,508,10,26754,Segunda Mano,2010,31622
